Student ID,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
S618,male,Group C,some college,standard,none,65,85,80
S620,male,Group D,some college,free/reduced,completed,77,77,77
S621,female,Group C,master's degree,standard,completed,83,86,90
S623,male,Group E,some college,standard,completed,87,87,79
S624,male,Group D,associate's degree,standard,none,90,87,86
S625,male,Group C,master's degree,free/reduced,none,55,54,52
S626,female,Group B,high school,free/reduced,none,58,62,54
S627,male,Group C,associate's degree,standard,none,91,84,77
S628,female,Group B,master's degree,standard,none,59,75,79
S629,male,Group B,high school,free/reduced,none,76,81,72
S630,female,Group D,some high school,free/reduced,completed,64,84,83
S631,female,Group E,some college,standard,completed,99,98,93
S632,male,Group C,high school,free/reduced,none,75,77,66
S633,male,Group D,high school,standard,none,60,54,47
S634,female,Group C,some high school,standard,none,70,75,76
S635,female,Group B,high school,free/reduced,none,38,55,52
S636,male,Group C,bachelor's degree,standard,none,63,71,65
S639,female,Group C,some high school,standard,none,37,51,43
S640,female,Group D,associate's degree,standard,none,61,7,73
S641,male,Group D,some college,free/reduced,none,62,61,57
S642,female,Group C,some high school,free/reduced,completed,37,48,46
S643,female,Group A,associate's degree,free/reduced,none,41,49,51
S644,male,Group A,some college,standard,completed,82,95,93
S645,male,Group A,associate's degree,standard,completed,55,62,58
S646,female,Group C,some college,standard,none,77,85,85
S647,male,Group C,some college,free/reduced,completed,65,62,63
S648,female,Group D,associate's degree,standard,none,99,97,95
S649,male,Group B,master's degree,standard,none,88,78,84
S650,female,Group B,high school,free/reduced,none,49,66,60
S651,male,Group D,some college,standard,none,74,63,65
S652,male,Group D,some college,standard,completed,96,92,88
S655,female,Group C,some high school,standard,none,70,75,76
S656,male,Group D,some high school,standard,completed,60,57,60
S657,male,Group C,associate's degree,standard,none,79,77,75
S658,female,Group C,some college,free/reduced,completed,54,72,68
S659,female,Group A,some college,standard,none,72,77,67
S660,female,Group E,high school,free/reduced,completed,80,94,97
S661,female,Group C,some college,standard,completed,96,98,100
S663,male,Group C,bachelor's degree,standard,completed,62,6,55
S664,female,Group D,some high school,free/reduced,none,30,59,51
S665,female,Group D,high school,standard,completed,75,74,75
S666,male,Group D,some high school,standard,none,51,53,45
S667,female,Group C,associate's degree,free/reduced,completed,60,57,61
S668,male,Group C,high school,standard,none,65,66,61
S670,female,Group C,some high school,standard,none,88,9,90
S671,female,Group E,some high school,standard,none,94,86,82
S672,male,Group A,some college,standard,none,62,58,57
S673,female,Group C,some high school,free/reduced,none,79,77,71
S674,female,Group B,some college,standard,completed,72,73,72
S675,female,Group B,associate's degree,standard,completed,65,78,81
S676,female,Group A,some college,standard,none,51,46,42
S677,female,Group B,bachelor's degree,standard,none,55,64,63
S678,female,Group A,associate's degree,free/reduced,none,58,75,78
S679,female,Group C,high school,standard,none,92,95,93
S680,male,Group E,some college,standard,none,97,96,89
S682,female,Group B,some college,standard,completed,47,58,56
S683,male,Group B,some college,standard,none,65,76,70
S684,female,Group C,associate's degree,standard,none,91,96,97
S685,male,Group A,some college,standard,completed,92,86,88
S687,male,Group D,high school,free/reduced,none,54,49,48
S688,female,Group D,master's degree,standard,none,62,71,74
S689,male,Group E,bachelor's degree,free/reduced,none,87,79,72
S691,female,Group E,master's degree,standard,none,88,89,87
S693,male,Group E,associate's degree,standard,none,89,88,86
S694,female,Group A,high school,standard,none,61,73,74
S695,female,Group C,master's degree,standard,completed,62,68,75
S696,female,Group B,some college,standard,none,73,8,78
S697,female,Group C,bachelor's degree,free/reduced,none,69,78,78
S698,female,Group A,some college,free/reduced,none,54,56,58
S699,female,Group D,some high school,standard,completed,74,78,78
S700,female,Group C,some high school,free/reduced,none,38,45,44
S701,female,Group A,high school,standard,completed,68,75,73
S702,female,Group B,associate's degree,standard,none,60,65,67
S703,female,Group C,high school,standard,none,50,62,63
S704,male,Group C,high school,standard,none,69,67,63
S705,female,Group D,some high school,standard,none,25,33,32
S706,female,Group D,some high school,standard,completed,54,77,78
S707,female,Group B,associate's degree,standard,none,68,7,76
S708,male,Group D,some high school,standard,none,51,53,45
S709,male,Group E,some high school,standard,none,66,63,60
S710,male,Group C,master's degree,free/reduced,none,76,68,70
S711,female,Group D,bachelor's degree,free/reduced,none,69,85,83
S712,male,Group D,associate's degree,standard,none,81,74,74
S713,female,Group B,some college,standard,none,50,48,52
S715,male,Group B,some college,free/reduced,completed,76,83,78
S716,male,Group D,high school,standard,completed,81,74,79
S717,male,Group D,associate's degree,standard,none,44,45,41
S718,female,Group D,some college,standard,completed,77,83,84
S719,male,Group D,some college,standard,none,59,62,52
S720,male,Group D,associate's degree,free/reduced,none,82,76,75
S721,female,Group B,some high school,free/reduced,none,36,52,51
S722,female,Group C,some college,standard,completed,66,7,83
S723,female,Group E,some high school,standard,none,60,73,68
S724,female,Group B,master's degree,standard,none,68,65,60
S725,male,Group B,some college,free/reduced,completed,76,83,78
S726,female,Group C,some college,standard,none,71,88,83
S727,female,Group C,some college,free/reduced,completed,54,68,69
S728,male,Group C,some college,free/reduced,completed,59,69,63
S729,female,Group E,associate's degree,standard,none,96,93,100
S730,male,Group D,some college,free/reduced,completed,73,68,72
S731,female,Group C,master's degree,standard,none,67,78,80
S732,male,Group C,some college,free/reduced,none,60,67,61
S733,female,Group B,high school,free/reduced,none,73,68,71
S734,male,Group D,associate's degree,standard,none,90,87,86
S735,female,Group E,some college,standard,none,98,79,85
S736,male,Group A,some high school,standard,completed,79,65,65
S737,male,Group D,some high school,standard,none,80,8,79
S738,female,Group B,some college,standard,none,61,69,73
S740,male,Group B,high school,free/reduced,none,55,68,66
S741,male,Group B,associate's degree,standard,none,47,48,49
S742,female,Group B,some high school,standard,none,44,56,47
S743,male,Group D,associate's degree,standard,none,81,74,74
S744,male,Group C,high school,standard,none,65,7,57
S745,female,Group D,high school,standard,completed,75,74,75
S746,female,Group C,some high school,free/reduced,none,42,59,59
S748,female,Group B,associate's degree,standard,none,68,7,76
S749,male,Group B,some college,standard,completed,83,79,80
S750,male,Group B,high school,standard,none,86,82,72
S751,male,Group D,some high school,free/reduced,completed,40,5,47
S752,female,Group C,some college,standard,completed,49,68,67
S754,male,Group C,associate's degree,standard,none,61,56,56
S755,female,Group D,some high school,standard,completed,77,83,84
S758,female,Group C,high school,standard,completed,44,69,68
S760,male,Group C,associate's degree,standard,none,76,61,62
S761,female,Group A,high school,standard,none,67,86,86
S762,male,Group C,high school,standard,none,79,72,72
S763,male,Group E,master's degree,free/reduced,none,74,67,67
S764,male,Group E,associate's degree,standard,none,56,44,44
S766,male,Group B,some high school,standard,completed,45,5,48
S767,female,Group E,some college,free/reduced,none,62,7,64
S769,female,Group C,some college,standard,none,59,72,70
S770,female,Group A,high school,standard,none,82,95,93
S771,female,Group B,master's degree,free/reduced,none,76,68,70
S772,female,Group E,high school,free/reduced,none,76,61,61
S774,male,Group B,high school,free/reduced,none,30,47,46
S775,male,Group C,associate's degree,standard,none,91,84,77
S776,male,Group D,associate's degree,standard,none,84,9,90
S777,female,Group E,some college,standard,completed,89,94,94
S779,female,Group C,high school,standard,none,71,72,69
S780,male,Group B,some college,free/reduced,completed,59,62,58
S781,male,Group E,associate's degree,standard,completed,84,75,75
S783,female,Group B,associate's degree,standard,none,90,94,93
S784,male,Group C,bachelor's degree,standard,completed,62,67,68
S785,female,Group B,bachelor's degree,standard,none,73,87,89
S786,male,Group B,bachelor's degree,free/reduced,none,76,74,76
S787,female,Group C,some high school,free/reduced,none,55,7,60
S788,male,Group C,some college,free/reduced,none,33,42,41
S789,female,Group D,some high school,free/reduced,none,58,63,65
S790,male,Group A,associate's degree,standard,none,83,83,70
S791,male,Group C,associate's degree,free/reduced,none,73,66,68
S792,male,Group E,master's degree,standard,none,91,82,74
S793,female,Group C,some high school,standard,none,25,33,32
S794,female,Group B,high school,standard,completed,81,89,88
S795,female,Group B,some college,standard,completed,69,76,72
S796,male,Group C,associate's degree,standard,none,65,63,57
S797,female,Group C,high school,standard,none,87,92,81
S798,female,Group C,some college,standard,none,21,3,26
S799,male,Group C,master's degree,free/reduced,none,84,85,87
S801,female,Group C,high school,standard,none,61,73,70
S803,male,Group D,some college,standard,none,79,56,68
S804,male,Group C,associate's degree,standard,none,55,68,73
S805,female,Group D,some high school,standard,none,51,53,45
S806,male,Group C,master's degree,standard,none,93,78,77
S807,female,Group C,some college,free/reduced,none,54,57,63
S808,female,Group C,associate's degree,standard,none,60,75,72
S809,male,Group E,high school,free/reduced,none,61,56,52
S810,female,Group A,some college,standard,none,51,46,42
S813,female,Group C,some college,standard,none,74,9,83
S814,female,Group D,bachelor's degree,standard,none,63,65,58
S815,female,Group C,master's degree,standard,completed,66,7,83
S816,female,Group E,some college,standard,none,52,53,55
S817,female,Group C,some high school,standard,none,88,9,90
S818,female,Group D,bachelor's degree,free/reduced,none,73,85,83
S819,female,Group D,some college,standard,none,84,97,96
S820,male,Group E,high school,free/reduced,completed,76,61,61
S822,female,Group D,some high school,standard,none,74,79,79
S823,male,Group D,some college,free/reduced,completed,73,68,72
S825,female,Group B,high school,standard,none,54,56,59
S826,male,Group C,high school,standard,completed,44,69,68
S827,male,Group B,bachelor's degree,standard,completed,62,6,55
S828,male,Group C,some high school,standard,completed,63,69,68
S829,male,Group C,some college,standard,none,78,73,65
S831,female,Group C,high school,standard,none,56,68,66
S832,female,Group B,some college,free/reduced,completed,69,85,84
S833,male,Group C,high school,free/reduced,none,41,57,55
S834,female,Group E,some high school,standard,none,48,6,57
S835,male,Group C,some college,standard,none,76,74,71
S837,female,Group E,some high school,standard,none,52,71,70
S838,female,Group D,some college,free/reduced,none,57,76,77
S839,female,Group D,some college,standard,none,92,95,93
S840,female,Group A,high school,standard,completed,56,68,70
S841,female,Group B,associate's degree,free/reduced,none,61,64,63
S842,female,Group C,master's degree,standard,none,68,76,76
S843,male,Group B,bachelor's degree,standard,none,82,68,69
S844,female,Group E,high school,standard,none,92,94,94
S845,female,Group D,some college,standard,none,56,53,58
S846,male,Group A,associate's degree,standard,none,83,83,70
S847,female,Group C,some college,standard,none,82,84,83
S848,male,Group C,some college,standard,none,45,48,46
S849,male,Group C,some college,free/reduced,completed,47,49,49
S851,male,Group C,some high school,standard,none,59,5,41
S853,female,Group C,some college,standard,completed,64,82,80
S854,female,Group B,associate's degree,free/reduced,none,59,72,72
S855,female,Group D,some college,standard,none,66,7,67
S857,female,Group B,some college,free/reduced,completed,49,57,61
S858,female,Group B,some college,standard,none,61,69,73
S859,female,Group D,some high school,standard,completed,77,83,84
S860,male,Group D,some college,standard,none,82,84,81
